id	md5	length	analysis	sig_acc	sig_desc	start	end	score	status	 date	ipr_acc	ipr_desc	goterm
A_cerv_KAK2551719.1	617d5c57c36db907cfeb569e53b8a0ec	1366	PRINTS	PR00457	Animal haem peroxidase signature	871	882	5.5E-20	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2551719.1	617d5c57c36db907cfeb569e53b8a0ec	1366	PRINTS	PR00457	Animal haem peroxidase signature	1063	1083	5.5E-20	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2551719.1	617d5c57c36db907cfeb569e53b8a0ec	1366	PRINTS	PR00457	Animal haem peroxidase signature	1264	1284	5.5E-20	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2551719.1	617d5c57c36db907cfeb569e53b8a0ec	1366	PRINTS	PR00457	Animal haem peroxidase signature	915	930	5.5E-20	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2551719.1	617d5c57c36db907cfeb569e53b8a0ec	1366	PRINTS	PR00457	Animal haem peroxidase signature	1045	1063	5.5E-20	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2551719.1	617d5c57c36db907cfeb569e53b8a0ec	1366	PRINTS	PR00457	Animal haem peroxidase signature	1143	1153	5.5E-20	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2551719.1	617d5c57c36db907cfeb569e53b8a0ec	1366	Gene3D	G3DSA:2.130.10.130	-	217	367	2.7E-7	T	19-04-2024	IPR028994	Integrin alpha, N-terminal	-
A_cerv_KAK2551719.1	617d5c57c36db907cfeb569e53b8a0ec	1366	Gene3D	G3DSA:1.10.640.10	Haem peroxidase domain superfamily, animal type	831	1365	3.2E-166	T	19-04-2024	IPR037120	Haem peroxidase domain superfamily, animal type	-
A_cerv_KAK2551719.1	617d5c57c36db907cfeb569e53b8a0ec	1366	Pfam	PF03098	Animal haem peroxidase	848	1354	5.6E-150	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	ProSiteProfiles	PS01180	CUB domain profile.	29	152	22.093386	T	19-04-2024	IPR000859	CUB domain	-
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	Gene3D	G3DSA:2.60.120.970	-	1191	1388	4.3E-10	T	19-04-2024	-	-
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	SUPERFAMILY	SSF49313	Cadherin-like	170	263	3.57E-6	T	19-04-2024	IPR015919	Cadherin-like superfamily	GO:0005509|GO:0016020
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	Gene3D	G3DSA:2.60.120.290	Spermadhesin, CUB domain	27	155	9.2E-26	T	19-04-2024	IPR035914	Spermadhesin, CUB domain superfamily	-
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	Gene3D	G3DSA:1.10.640.10	Haem peroxidase domain superfamily, animal type	498	1071	2.6E-190	T	19-04-2024	IPR037120	Haem peroxidase domain superfamily, animal type	-
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	CDD	cd11304	Cadherin_repeat	175	264	7.72409E-10	T	19-04-2024	-	-
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	SUPERFAMILY	SSF48113	Heme-dependent peroxidases	514	1068	2.71E-163	T	19-04-2024	IPR010255	Haem peroxidase superfamily	GO:0004601|GO:0006979|GO:0020037
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	CDD	cd00041	CUB	40	151	1.37012E-28	T	19-04-2024	IPR000859	CUB domain	-
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	PANTHER	PTHR11475	OXIDASE/PEROXIDASE	405	1069	4.1E-203	T	19-04-2024	-	-
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	Pfam	PF00431	CUB domain	32	149	8.5E-20	T	19-04-2024	IPR000859	CUB domain	-
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	SMART	SM00042	CUB_2	29	152	6.7E-28	T	19-04-2024	IPR000859	CUB domain	-
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	Pfam	PF00688	TGF-beta propeptide	1232	1357	5.4E-6	T	19-04-2024	IPR001111	TGF-beta, propeptide	-
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	ProSiteProfiles	PS50268	Cadherins domain profile.	171	287	10.242935	T	19-04-2024	IPR002126	Cadherin-like	GO:0005509|GO:0007156|GO:0016020
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	PRINTS	PR00457	Animal haem peroxidase signature	596	611	1.2E-34	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	PRINTS	PR00457	Animal haem peroxidase signature	776	802	1.2E-34	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	PRINTS	PR00457	Animal haem peroxidase signature	949	969	1.2E-34	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	PRINTS	PR00457	Animal haem peroxidase signature	542	553	1.2E-34	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	PRINTS	PR00457	Animal haem peroxidase signature	1020	1034	1.2E-34	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	PRINTS	PR00457	Animal haem peroxidase signature	825	835	1.2E-34	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	PRINTS	PR00457	Animal haem peroxidase signature	733	751	1.2E-34	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	PRINTS	PR00457	Animal haem peroxidase signature	751	771	1.2E-34	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	Gene3D	G3DSA:2.60.40.60	Cadherins	280	390	2.2E-6	T	19-04-2024	-	-
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	Gene3D	G3DSA:2.60.40.60	Cadherins	168	273	8.7E-8	T	19-04-2024	-	-
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	FunFam	G3DSA:1.10.640.10:FF:000003	chorion peroxidase	501	1070	7.0E-181	T	19-04-2024	-	-
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	Pfam	PF03098	Animal haem peroxidase	518	1044	6.0E-168	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	SUPERFAMILY	SSF49854	Spermadhesin, CUB domain	29	151	3.93E-26	T	19-04-2024	IPR035914	Spermadhesin, CUB domain superfamily	-
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	ProSiteProfiles	PS50292	Animal heme peroxidase superfamily profile.	506	1071	137.022354	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2557752.1	18b3af5b66a0d9f5bff0b3926e94d289	1389	Pfam	PF13330	Mucin-2 protein WxxW repeating region	1102	1159	1.2E-9	T	19-04-2024	IPR025155	WxxW domain	-
A_cerv_KAK2562266.1	023f53a459c942361aab7355973f617e	1307	Gene3D	G3DSA:1.10.640.10	Haem peroxidase domain superfamily, animal type	710	1301	4.0E-168	T	19-04-2024	IPR037120	Haem peroxidase domain superfamily, animal type	-
A_cerv_KAK2562266.1	023f53a459c942361aab7355973f617e	1307	CDD	cd09823	peroxinectin_like	211	592	1.3946E-141	T	19-04-2024	-	-
A_cerv_KAK2562266.1	023f53a459c942361aab7355973f617e	1307	Pfam	PF03098	Animal haem peroxidase	50	604	2.9E-141	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562266.1	023f53a459c942361aab7355973f617e	1307	Pfam	PF03098	Animal haem peroxidase	725	1274	4.3E-154	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562266.1	023f53a459c942361aab7355973f617e	1307	PRINTS	PR00457	Animal haem peroxidase signature	811	826	1.6E-30	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562266.1	023f53a459c942361aab7355973f617e	1307	PRINTS	PR00457	Animal haem peroxidase signature	951	969	1.6E-30	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562266.1	023f53a459c942361aab7355973f617e	1307	PRINTS	PR00457	Animal haem peroxidase signature	969	989	1.6E-30	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562266.1	023f53a459c942361aab7355973f617e	1307	PRINTS	PR00457	Animal haem peroxidase signature	1047	1057	1.6E-30	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562266.1	023f53a459c942361aab7355973f617e	1307	PRINTS	PR00457	Animal haem peroxidase signature	1176	1196	1.6E-30	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562266.1	023f53a459c942361aab7355973f617e	1307	PRINTS	PR00457	Animal haem peroxidase signature	994	1020	1.6E-30	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562266.1	023f53a459c942361aab7355973f617e	1307	PRINTS	PR00457	Animal haem peroxidase signature	1250	1264	1.6E-30	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562266.1	023f53a459c942361aab7355973f617e	1307	ProSiteProfiles	PS50292	Animal heme peroxidase superfamily profile.	717	1301	119.498901	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562266.1	023f53a459c942361aab7355973f617e	1307	ProSiteProfiles	PS50292	Animal heme peroxidase superfamily profile.	42	632	111.588097	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562266.1	023f53a459c942361aab7355973f617e	1307	PANTHER	PTHR11475	OXIDASE/PEROXIDASE	707	1298	0.0	T	19-04-2024	-	-
A_cerv_KAK2562266.1	023f53a459c942361aab7355973f617e	1307	FunFam	G3DSA:1.10.640.10:FF:000003	chorion peroxidase	710	1300	7.5E-163	T	19-04-2024	-	-
A_cerv_KAK2562266.1	023f53a459c942361aab7355973f617e	1307	CDD	cd09823	peroxinectin_like	881	1262	9.09541E-157	T	19-04-2024	-	-
A_cerv_KAK2562266.1	023f53a459c942361aab7355973f617e	1307	SUPERFAMILY	SSF48113	Heme-dependent peroxidases	720	1299	1.0E-143	T	19-04-2024	IPR010255	Haem peroxidase superfamily	GO:0004601|GO:0006979|GO:0020037
A_cerv_KAK2562266.1	023f53a459c942361aab7355973f617e	1307	SUPERFAMILY	SSF48113	Heme-dependent peroxidases	45	630	1.53E-130	T	19-04-2024	IPR010255	Haem peroxidase superfamily	GO:0004601|GO:0006979|GO:0020037
A_cerv_KAK2562266.1	023f53a459c942361aab7355973f617e	1307	Gene3D	G3DSA:1.10.640.10	Haem peroxidase domain superfamily, animal type	32	633	3.0E-155	T	19-04-2024	IPR037120	Haem peroxidase domain superfamily, animal type	-
A_cerv_KAK2562266.1	023f53a459c942361aab7355973f617e	1307	FunFam	G3DSA:1.10.640.10:FF:000003	chorion peroxidase	35	631	7.0E-146	T	19-04-2024	-	-
A_cerv_KAK2562267.1	dbb5e7506d7aaf6aa4e5d3d5aaed89c1	981	SUPERFAMILY	SSF48113	Heme-dependent peroxidases	17	360	1.29E-94	T	19-04-2024	IPR010255	Haem peroxidase superfamily	GO:0004601|GO:0006979|GO:0020037
A_cerv_KAK2562267.1	dbb5e7506d7aaf6aa4e5d3d5aaed89c1	981	Gene3D	G3DSA:1.10.640.10	Haem peroxidase domain superfamily, animal type	392	980	5.2E-180	T	19-04-2024	IPR037120	Haem peroxidase domain superfamily, animal type	-
A_cerv_KAK2562267.1	dbb5e7506d7aaf6aa4e5d3d5aaed89c1	981	PANTHER	PTHR11475	OXIDASE/PEROXIDASE	400	979	3.8E-293	T	19-04-2024	-	-
A_cerv_KAK2562267.1	dbb5e7506d7aaf6aa4e5d3d5aaed89c1	981	FunFam	G3DSA:1.10.640.10:FF:000003	chorion peroxidase	394	980	3.9E-171	T	19-04-2024	-	-
A_cerv_KAK2562267.1	dbb5e7506d7aaf6aa4e5d3d5aaed89c1	981	Gene3D	G3DSA:1.10.640.10	Haem peroxidase domain superfamily, animal type	4	365	1.1E-99	T	19-04-2024	IPR037120	Haem peroxidase domain superfamily, animal type	-
A_cerv_KAK2562267.1	dbb5e7506d7aaf6aa4e5d3d5aaed89c1	981	ProSiteProfiles	PS50292	Animal heme peroxidase superfamily profile.	402	981	121.219452	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562267.1	dbb5e7506d7aaf6aa4e5d3d5aaed89c1	981	CDD	cd09823	peroxinectin_like	554	942	6.20762E-159	T	19-04-2024	-	-
A_cerv_KAK2562267.1	dbb5e7506d7aaf6aa4e5d3d5aaed89c1	981	PRINTS	PR00457	Animal haem peroxidase signature	485	500	4.1E-34	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562267.1	dbb5e7506d7aaf6aa4e5d3d5aaed89c1	981	PRINTS	PR00457	Animal haem peroxidase signature	434	445	4.1E-34	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562267.1	dbb5e7506d7aaf6aa4e5d3d5aaed89c1	981	PRINTS	PR00457	Animal haem peroxidase signature	625	643	4.1E-34	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562267.1	dbb5e7506d7aaf6aa4e5d3d5aaed89c1	981	PRINTS	PR00457	Animal haem peroxidase signature	643	663	4.1E-34	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562267.1	dbb5e7506d7aaf6aa4e5d3d5aaed89c1	981	PRINTS	PR00457	Animal haem peroxidase signature	930	944	4.1E-34	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562267.1	dbb5e7506d7aaf6aa4e5d3d5aaed89c1	981	PRINTS	PR00457	Animal haem peroxidase signature	668	694	4.1E-34	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562267.1	dbb5e7506d7aaf6aa4e5d3d5aaed89c1	981	PRINTS	PR00457	Animal haem peroxidase signature	856	876	4.1E-34	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562267.1	dbb5e7506d7aaf6aa4e5d3d5aaed89c1	981	PRINTS	PR00457	Animal haem peroxidase signature	729	739	4.1E-34	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562267.1	dbb5e7506d7aaf6aa4e5d3d5aaed89c1	981	ProSiteProfiles	PS50292	Animal heme peroxidase superfamily profile.	1	410	80.150612	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562267.1	dbb5e7506d7aaf6aa4e5d3d5aaed89c1	981	Pfam	PF03098	Animal haem peroxidase	242	360	8.8E-36	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562267.1	dbb5e7506d7aaf6aa4e5d3d5aaed89c1	981	Pfam	PF03098	Animal haem peroxidase	17	240	8.6E-60	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562267.1	dbb5e7506d7aaf6aa4e5d3d5aaed89c1	981	Pfam	PF03098	Animal haem peroxidase	410	954	8.6E-161	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562267.1	dbb5e7506d7aaf6aa4e5d3d5aaed89c1	981	SUPERFAMILY	SSF48113	Heme-dependent peroxidases	405	979	1.88E-148	T	19-04-2024	IPR010255	Haem peroxidase superfamily	GO:0004601|GO:0006979|GO:0020037
A_cerv_KAK2562277.1	ebb8f440620727517d93d530c8585521	638	PRINTS	PR00457	Animal haem peroxidase signature	312	338	1.9E-29	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562277.1	ebb8f440620727517d93d530c8585521	638	PRINTS	PR00457	Animal haem peroxidase signature	373	383	1.9E-29	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562277.1	ebb8f440620727517d93d530c8585521	638	PRINTS	PR00457	Animal haem peroxidase signature	143	158	1.9E-29	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562277.1	ebb8f440620727517d93d530c8585521	638	PRINTS	PR00457	Animal haem peroxidase signature	287	307	1.9E-29	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562277.1	ebb8f440620727517d93d530c8585521	638	PRINTS	PR00457	Animal haem peroxidase signature	502	522	1.9E-29	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562277.1	ebb8f440620727517d93d530c8585521	638	PRINTS	PR00457	Animal haem peroxidase signature	576	590	1.9E-29	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562277.1	ebb8f440620727517d93d530c8585521	638	Gene3D	G3DSA:1.10.640.10	Haem peroxidase domain superfamily, animal type	42	628	3.2E-158	T	19-04-2024	IPR037120	Haem peroxidase domain superfamily, animal type	-
A_cerv_KAK2562277.1	ebb8f440620727517d93d530c8585521	638	CDD	cd09823	peroxinectin_like	221	588	3.28802E-145	T	19-04-2024	-	-
A_cerv_KAK2562277.1	ebb8f440620727517d93d530c8585521	638	PANTHER	PTHR11475	OXIDASE/PEROXIDASE	42	625	1.5E-156	T	19-04-2024	-	-
A_cerv_KAK2562277.1	ebb8f440620727517d93d530c8585521	638	Pfam	PF03098	Animal haem peroxidase	60	600	3.4E-142	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562277.1	ebb8f440620727517d93d530c8585521	638	ProSiteProfiles	PS50292	Animal heme peroxidase superfamily profile.	43	628	114.075417	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562277.1	ebb8f440620727517d93d530c8585521	638	SUPERFAMILY	SSF48113	Heme-dependent peroxidases	55	626	3.88E-133	T	19-04-2024	IPR010255	Haem peroxidase superfamily	GO:0004601|GO:0006979|GO:0020037
A_cerv_KAK2562356.1	a6bdfc50e4ec702d57fcb4d2ce5cb0d9	687	SUPERFAMILY	SSF48113	Heme-dependent peroxidases	51	626	3.06E-139	T	19-04-2024	IPR010255	Haem peroxidase superfamily	GO:0004601|GO:0006979|GO:0020037
A_cerv_KAK2562356.1	a6bdfc50e4ec702d57fcb4d2ce5cb0d9	687	ProSiteProfiles	PS50292	Animal heme peroxidase superfamily profile.	48	629	120.602303	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562356.1	a6bdfc50e4ec702d57fcb4d2ce5cb0d9	687	PRINTS	PR00457	Animal haem peroxidase signature	144	159	1.1E-34	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562356.1	a6bdfc50e4ec702d57fcb4d2ce5cb0d9	687	PRINTS	PR00457	Animal haem peroxidase signature	578	592	1.1E-34	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562356.1	a6bdfc50e4ec702d57fcb4d2ce5cb0d9	687	PRINTS	PR00457	Animal haem peroxidase signature	283	301	1.1E-34	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562356.1	a6bdfc50e4ec702d57fcb4d2ce5cb0d9	687	PRINTS	PR00457	Animal haem peroxidase signature	301	321	1.1E-34	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562356.1	a6bdfc50e4ec702d57fcb4d2ce5cb0d9	687	PRINTS	PR00457	Animal haem peroxidase signature	504	524	1.1E-34	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562356.1	a6bdfc50e4ec702d57fcb4d2ce5cb0d9	687	PRINTS	PR00457	Animal haem peroxidase signature	379	389	1.1E-34	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562356.1	a6bdfc50e4ec702d57fcb4d2ce5cb0d9	687	PRINTS	PR00457	Animal haem peroxidase signature	326	352	1.1E-34	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562356.1	a6bdfc50e4ec702d57fcb4d2ce5cb0d9	687	Pfam	PF03098	Animal haem peroxidase	56	601	1.5E-149	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562356.1	a6bdfc50e4ec702d57fcb4d2ce5cb0d9	687	Gene3D	G3DSA:1.10.640.10	Haem peroxidase domain superfamily, animal type	39	630	4.9E-163	T	19-04-2024	IPR037120	Haem peroxidase domain superfamily, animal type	-
A_cerv_KAK2562356.1	a6bdfc50e4ec702d57fcb4d2ce5cb0d9	687	PANTHER	PTHR11475	OXIDASE/PEROXIDASE	31	626	1.8E-170	T	19-04-2024	-	-
A_cerv_KAK2562356.1	a6bdfc50e4ec702d57fcb4d2ce5cb0d9	687	CDD	cd09823	peroxinectin_like	213	590	5.99277E-161	T	19-04-2024	-	-
A_cerv_KAK2562356.1	a6bdfc50e4ec702d57fcb4d2ce5cb0d9	687	FunFam	G3DSA:1.10.640.10:FF:000003	chorion peroxidase	41	628	3.8E-156	T	19-04-2024	-	-
A_cerv_KAK2562357.1	aa289e4e519337a1092ed1b2c34118b1	632	ProSiteProfiles	PS50292	Animal heme peroxidase superfamily profile.	25	614	110.484703	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562357.1	aa289e4e519337a1092ed1b2c34118b1	632	PANTHER	PTHR11475	OXIDASE/PEROXIDASE	23	611	4.3E-161	T	19-04-2024	-	-
A_cerv_KAK2562357.1	aa289e4e519337a1092ed1b2c34118b1	632	FunFam	G3DSA:1.10.640.10:FF:000003	chorion peroxidase	18	613	1.3E-146	T	19-04-2024	-	-
A_cerv_KAK2562357.1	aa289e4e519337a1092ed1b2c34118b1	632	PRINTS	PR00457	Animal haem peroxidase signature	112	127	8.6E-26	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562357.1	aa289e4e519337a1092ed1b2c34118b1	632	PRINTS	PR00457	Animal haem peroxidase signature	275	295	8.6E-26	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562357.1	aa289e4e519337a1092ed1b2c34118b1	632	PRINTS	PR00457	Animal haem peroxidase signature	361	371	8.6E-26	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562357.1	aa289e4e519337a1092ed1b2c34118b1	632	PRINTS	PR00457	Animal haem peroxidase signature	493	513	8.6E-26	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562357.1	aa289e4e519337a1092ed1b2c34118b1	632	PRINTS	PR00457	Animal haem peroxidase signature	566	580	8.6E-26	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562357.1	aa289e4e519337a1092ed1b2c34118b1	632	PRINTS	PR00457	Animal haem peroxidase signature	300	326	8.6E-26	T	19-04-2024	IPR019791	Haem peroxidase, animal-type	-
A_cerv_KAK2562357.1	aa289e4e519337a1092ed1b2c34118b1	632	CDD	cd09823	peroxinectin_like	181	578	1.751E-155	T	19-04-2024	-	-
