id	md5	length	analysis	sig_acc	sig_desc	start	end	score	status	 date	ipr_acc	ipr_desc	goterm
P_ever_CAH3028034.1	917ab5c0d85204db349cbfc0a5c51247	1614	Coils	Coil	Coil	1528	1548	-	T	29-04-2024	-	-
P_ever_CAH3028034.1	917ab5c0d85204db349cbfc0a5c51247	1614	Gene3D	G3DSA:1.10.640.10	Haem peroxidase domain superfamily, animal type	867	1456	2.2E-174	T	29-04-2024	IPR037120	Haem peroxidase domain superfamily, animal type	-
P_ever_CAH3028034.1	917ab5c0d85204db349cbfc0a5c51247	1614	Gene3D	G3DSA:1.10.640.10	Haem peroxidase domain superfamily, animal type	93	681	5.5E-171	T	29-04-2024	IPR037120	Haem peroxidase domain superfamily, animal type	-
P_ever_CAH3028034.1	917ab5c0d85204db349cbfc0a5c51247	1614	Pfam	PF03098	Animal haem peroxidase	105	651	6.1E-157	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028034.1	917ab5c0d85204db349cbfc0a5c51247	1614	Pfam	PF03098	Animal haem peroxidase	880	1431	3.8E-157	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028034.1	917ab5c0d85204db349cbfc0a5c51247	1614	ProSiteProfiles	PS50292	Animal heme peroxidase superfamily profile.	871	1457	122.95871	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028034.1	917ab5c0d85204db349cbfc0a5c51247	1614	ProSiteProfiles	PS50292	Animal heme peroxidase superfamily profile.	96	682	122.640778	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028034.1	917ab5c0d85204db349cbfc0a5c51247	1614	SUPERFAMILY	SSF48113	Heme-dependent peroxidases	99	679	4.47E-139	T	29-04-2024	IPR010255	Haem peroxidase superfamily	GO:0004601|GO:0006979|GO:0020037
P_ever_CAH3028034.1	917ab5c0d85204db349cbfc0a5c51247	1614	FunFam	G3DSA:1.10.640.10:FF:000003	chorion peroxidase	92	681	7.2E-169	T	29-04-2024	-	-
P_ever_CAH3028034.1	917ab5c0d85204db349cbfc0a5c51247	1614	CDD	cd09823	peroxinectin_like	1024	1421	5.12862E-148	T	29-04-2024	-	-
P_ever_CAH3028034.1	917ab5c0d85204db349cbfc0a5c51247	1614	MobiDBLite	mobidb-lite	consensus disorder prediction	1486	1511	-	T	29-04-2024	-	-
P_ever_CAH3028034.1	917ab5c0d85204db349cbfc0a5c51247	1614	SUPERFAMILY	SSF48113	Heme-dependent peroxidases	874	1454	1.88E-140	T	29-04-2024	IPR010255	Haem peroxidase superfamily	GO:0004601|GO:0006979|GO:0020037
P_ever_CAH3028034.1	917ab5c0d85204db349cbfc0a5c51247	1614	PANTHER	PTHR11475	OXIDASE/PEROXIDASE	870	1454	0.0	T	29-04-2024	-	-
P_ever_CAH3028037.1	2debac713b36e2cca60accc7481ac5b6	1347	FunFam	G3DSA:1.10.640.10:FF:000007	Peroxidase mlt-7	70	544	1.4E-105	T	29-04-2024	-	-
P_ever_CAH3028037.1	2debac713b36e2cca60accc7481ac5b6	1347	Pfam	PF03098	Animal haem peroxidase	7	65	8.4E-17	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028037.1	2debac713b36e2cca60accc7481ac5b6	1347	Pfam	PF03098	Animal haem peroxidase	74	519	8.7E-122	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028037.1	2debac713b36e2cca60accc7481ac5b6	1347	Pfam	PF03098	Animal haem peroxidase	754	1302	3.6E-156	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028037.1	2debac713b36e2cca60accc7481ac5b6	1347	PANTHER	PTHR11475	OXIDASE/PEROXIDASE	3	66	0.0	T	29-04-2024	-	-
P_ever_CAH3028037.1	2debac713b36e2cca60accc7481ac5b6	1347	CDD	cd09823	peroxinectin_like	898	1295	9.11873E-144	T	29-04-2024	-	-
P_ever_CAH3028037.1	2debac713b36e2cca60accc7481ac5b6	1347	ProSiteProfiles	PS50292	Animal heme peroxidase superfamily profile.	745	1331	122.603378	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028037.1	2debac713b36e2cca60accc7481ac5b6	1347	ProSiteProfiles	PS50292	Animal heme peroxidase superfamily profile.	1	545	109.848846	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028037.1	2debac713b36e2cca60accc7481ac5b6	1347	FunFam	G3DSA:1.10.640.10:FF:000003	chorion peroxidase	741	1330	7.7E-167	T	29-04-2024	-	-
P_ever_CAH3028037.1	2debac713b36e2cca60accc7481ac5b6	1347	SUPERFAMILY	SSF48113	Heme-dependent peroxidases	748	1328	1.88E-139	T	29-04-2024	IPR010255	Haem peroxidase superfamily	GO:0004601|GO:0006979|GO:0020037
P_ever_CAH3028037.1	2debac713b36e2cca60accc7481ac5b6	1347	Gene3D	G3DSA:1.10.640.10	Haem peroxidase domain superfamily, animal type	740	1331	8.3E-171	T	29-04-2024	IPR037120	Haem peroxidase domain superfamily, animal type	-
P_ever_CAH3028037.1	2debac713b36e2cca60accc7481ac5b6	1347	Gene3D	G3DSA:1.10.640.10	Haem peroxidase domain superfamily, animal type	1	546	8.0E-155	T	29-04-2024	IPR037120	Haem peroxidase domain superfamily, animal type	-
P_ever_CAH3028037.1	2debac713b36e2cca60accc7481ac5b6	1347	SUPERFAMILY	SSF48113	Heme-dependent peroxidases	1	543	1.88E-128	T	29-04-2024	IPR010255	Haem peroxidase superfamily	GO:0004601|GO:0006979|GO:0020037
P_ever_CAH3028037.1	2debac713b36e2cca60accc7481ac5b6	1347	PRINTS	PR00457	Animal haem peroxidase signature	778	789	6.5E-25	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028037.1	2debac713b36e2cca60accc7481ac5b6	1347	PRINTS	PR00457	Animal haem peroxidase signature	1070	1080	6.5E-25	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028037.1	2debac713b36e2cca60accc7481ac5b6	1347	PRINTS	PR00457	Animal haem peroxidase signature	1283	1297	6.5E-25	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028037.1	2debac713b36e2cca60accc7481ac5b6	1347	PRINTS	PR00457	Animal haem peroxidase signature	828	843	6.5E-25	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028037.1	2debac713b36e2cca60accc7481ac5b6	1347	PRINTS	PR00457	Animal haem peroxidase signature	1009	1035	6.5E-25	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028037.1	2debac713b36e2cca60accc7481ac5b6	1347	PRINTS	PR00457	Animal haem peroxidase signature	967	985	6.5E-25	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028037.1	2debac713b36e2cca60accc7481ac5b6	1347	CDD	cd09823	peroxinectin_like	112	509	3.21773E-150	T	29-04-2024	-	-
P_ever_CAH3028039.1	0ccb31ddf375fdbf639574c6866072b0	792	Gene3D	G3DSA:1.10.640.10	Haem peroxidase domain superfamily, animal type	203	792	1.3E-169	T	29-04-2024	IPR037120	Haem peroxidase domain superfamily, animal type	-
P_ever_CAH3028039.1	0ccb31ddf375fdbf639574c6866072b0	792	ProSiteProfiles	PS50292	Animal heme peroxidase superfamily profile.	209	792	119.835533	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028039.1	0ccb31ddf375fdbf639574c6866072b0	792	CDD	cd09823	peroxinectin_like	362	759	4.53818E-155	T	29-04-2024	-	-
P_ever_CAH3028039.1	0ccb31ddf375fdbf639574c6866072b0	792	FunFam	G3DSA:1.10.640.10:FF:000003	chorion peroxidase	205	792	2.5E-169	T	29-04-2024	-	-
P_ever_CAH3028039.1	0ccb31ddf375fdbf639574c6866072b0	792	SUPERFAMILY	SSF48113	Heme-dependent peroxidases	212	791	1.29E-137	T	29-04-2024	IPR010255	Haem peroxidase superfamily	GO:0004601|GO:0006979|GO:0020037
P_ever_CAH3028039.1	0ccb31ddf375fdbf639574c6866072b0	792	PANTHER	PTHR11475	OXIDASE/PEROXIDASE	100	791	7.2E-179	T	29-04-2024	-	-
P_ever_CAH3028039.1	0ccb31ddf375fdbf639574c6866072b0	792	Pfam	PF03098	Animal haem peroxidase	218	768	1.8E-156	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028039.1	0ccb31ddf375fdbf639574c6866072b0	792	PRINTS	PR00457	Animal haem peroxidase signature	747	761	3.7E-25	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028039.1	0ccb31ddf375fdbf639574c6866072b0	792	PRINTS	PR00457	Animal haem peroxidase signature	534	544	3.7E-25	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028039.1	0ccb31ddf375fdbf639574c6866072b0	792	PRINTS	PR00457	Animal haem peroxidase signature	242	253	3.7E-25	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028039.1	0ccb31ddf375fdbf639574c6866072b0	792	PRINTS	PR00457	Animal haem peroxidase signature	431	449	3.7E-25	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028039.1	0ccb31ddf375fdbf639574c6866072b0	792	PRINTS	PR00457	Animal haem peroxidase signature	292	307	3.7E-25	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028039.1	0ccb31ddf375fdbf639574c6866072b0	792	PRINTS	PR00457	Animal haem peroxidase signature	473	499	3.7E-25	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028040.1	ff6d6b037358d1db8ff0c04e5bf95981	738	PRINTS	PR00457	Animal haem peroxidase signature	451	461	1.4E-22	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028040.1	ff6d6b037358d1db8ff0c04e5bf95981	738	PRINTS	PR00457	Animal haem peroxidase signature	205	220	1.4E-22	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028040.1	ff6d6b037358d1db8ff0c04e5bf95981	738	PRINTS	PR00457	Animal haem peroxidase signature	390	416	1.4E-22	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028040.1	ff6d6b037358d1db8ff0c04e5bf95981	738	PRINTS	PR00457	Animal haem peroxidase signature	669	683	1.4E-22	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028040.1	ff6d6b037358d1db8ff0c04e5bf95981	738	PRINTS	PR00457	Animal haem peroxidase signature	345	363	1.4E-22	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028040.1	ff6d6b037358d1db8ff0c04e5bf95981	738	ProSiteProfiles	PS50292	Animal heme peroxidase superfamily profile.	122	717	119.779427	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028040.1	ff6d6b037358d1db8ff0c04e5bf95981	738	CDD	cd09823	peroxinectin_like	275	681	2.39739E-161	T	29-04-2024	-	-
P_ever_CAH3028040.1	ff6d6b037358d1db8ff0c04e5bf95981	738	Pfam	PF03098	Animal haem peroxidase	131	693	3.5E-163	T	29-04-2024	IPR019791	Haem peroxidase, animal-type	-
P_ever_CAH3028040.1	ff6d6b037358d1db8ff0c04e5bf95981	738	FunFam	G3DSA:1.10.640.10:FF:000003	chorion peroxidase	118	716	1.2E-174	T	29-04-2024	-	-
P_ever_CAH3028040.1	ff6d6b037358d1db8ff0c04e5bf95981	738	Gene3D	G3DSA:1.10.640.10	Haem peroxidase domain superfamily, animal type	113	716	9.3E-178	T	29-04-2024	IPR037120	Haem peroxidase domain superfamily, animal type	-
P_ever_CAH3028040.1	ff6d6b037358d1db8ff0c04e5bf95981	738	MobiDBLite	mobidb-lite	consensus disorder prediction	716	738	-	T	29-04-2024	-	-
P_ever_CAH3028040.1	ff6d6b037358d1db8ff0c04e5bf95981	738	SUPERFAMILY	SSF48113	Heme-dependent peroxidases	125	714	1.53E-143	T	29-04-2024	IPR010255	Haem peroxidase superfamily	GO:0004601|GO:0006979|GO:0020037
P_ever_CAH3028040.1	ff6d6b037358d1db8ff0c04e5bf95981	738	PANTHER	PTHR11475	OXIDASE/PEROXIDASE	34	713	2.9E-183	T	29-04-2024	-	-
